split,description,stage,seed,architecture,hidden_dims,dropout,weight_decay,learning_rate,best_epoch,epochs_executed,validation_accuracy,validation_balanced_accuracy,validation_macro_f1
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,regularization,1,54->64->32->3,"64,32",0.0,0.001,0.001,107,147,0.7692307692307693,0.7999999999999999,0.7659958720330238
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,regularization,2,54->64->32->3,"64,32",0.0,0.001,0.001,78,118,0.9230769230769231,0.9333333333333332,0.9172932330827068
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,regularization,3,54->64->32->3,"64,32",0.0,0.001,0.001,11,51,0.6538461538461539,0.7000000000000001,0.6638827838827838
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,regularization,4,54->64->32->3,"64,32",0.0,0.001,0.001,53,93,0.8846153846153846,0.9,0.882010582010582
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,regularization,0,54->64->32->3,"64,32",0.05,1e-05,0.001,26,66,0.7692307692307693,0.7999999999999999,0.7668845315904139
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,regularization,1,54->64->32->3,"64,32",0.05,1e-05,0.001,94,134,0.7692307692307693,0.7999999999999999,0.7659958720330238
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,regularization,2,54->64->32->3,"64,32",0.05,1e-05,0.001,66,106,0.8076923076923077,0.8333333333333334,0.8052115583075334
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,regularization,3,54->64->32->3,"64,32",0.05,1e-05,0.001,11,51,0.6538461538461539,0.7000000000000001,0.6638827838827838
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,regularization,4,54->64->32->3,"64,32",0.05,1e-05,0.001,52,92,0.9230769230769231,0.9333333333333332,0.9172932330827068
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,regularization,0,54->64->32->3,"64,32",0.05,0.0001,0.001,26,66,0.7692307692307693,0.7999999999999999,0.7668845315904139
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,regularization,1,54->64->32->3,"64,32",0.05,0.0001,0.001,94,134,0.7692307692307693,0.7999999999999999,0.7659958720330238
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,regularization,2,54->64->32->3,"64,32",0.05,0.0001,0.001,66,106,0.8076923076923077,0.8333333333333334,0.8052115583075334
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,regularization,3,54->64->32->3,"64,32",0.05,0.0001,0.001,11,51,0.6538461538461539,0.7000000000000001,0.6638827838827838
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,regularization,4,54->64->32->3,"64,32",0.05,0.0001,0.001,52,92,0.9230769230769231,0.9333333333333332,0.9172932330827068
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,regularization,0,54->64->32->3,"64,32",0.05,0.001,0.001,26,66,0.7692307692307693,0.7999999999999999,0.7668845315904139
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,regularization,1,54->64->32->3,"64,32",0.05,0.001,0.001,94,134,0.7692307692307693,0.7999999999999999,0.7659958720330238
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,regularization,2,54->64->32->3,"64,32",0.05,0.001,0.001,66,106,0.8076923076923077,0.8333333333333334,0.8052115583075334
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,regularization,3,54->64->32->3,"64,32",0.05,0.001,0.001,11,51,0.6538461538461539,0.7000000000000001,0.6638827838827838
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,regularization,4,54->64->32->3,"64,32",0.05,0.001,0.001,52,92,0.9230769230769231,0.9333333333333332,0.9172932330827068
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,regularization,0,54->64->32->3,"64,32",0.0,1e-05,0.001,87,127,0.8,0.8222222222222223,0.7952991452991452
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,regularization,1,54->64->32->3,"64,32",0.0,1e-05,0.001,5,45,0.625,0.6666666666666666,0.5355884425651868
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,regularization,2,54->64->32->3,"64,32",0.0,1e-05,0.001,19,59,0.775,0.7999999999999999,0.7786030061892131
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,regularization,3,54->64->32->3,"64,32",0.0,1e-05,0.001,9,49,0.675,0.7111111111111111,0.6662387676508345
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,regularization,4,54->64->32->3,"64,32",0.0,1e-05,0.001,20,60,0.8,0.8222222222222223,0.7893695831984752
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,regularization,0,54->64->32->3,"64,32",0.0,0.0001,0.001,87,127,0.8,0.8222222222222223,0.7952991452991452
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,regularization,1,54->64->32->3,"64,32",0.0,0.0001,0.001,5,45,0.625,0.6666666666666666,0.5355884425651868
