split,task,model,partition,random_state,label,support,predicted_n,precision,recall,f1,fit_id
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,kNN,validation,,air,1,1,1.0,1.0,1.0,three_class_with_air|kNN|seed=deterministic
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,kNN,validation,,alcohol,2,1,1.0,0.5,0.6666666666666666,three_class_with_air|kNN|seed=deterministic
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,kNN,validation,,acetone,2,3,0.6666666666666666,1.0,0.8,three_class_with_air|kNN|seed=deterministic
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,kNN,test,,air,14,13,1.0,0.9285714285714286,0.9629629629629629,three_class_with_air|kNN|seed=deterministic
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,kNN,test,,alcohol,16,6,0.6666666666666666,0.25,0.36363636363636365,three_class_with_air|kNN|seed=deterministic
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,kNN,test,,acetone,16,27,0.5555555555555556,0.9375,0.6976744186046512,three_class_with_air|kNN|seed=deterministic
PB5_train_period_i_internal_val_test_batch5,three_class_with_air,kNN,train,,air,6,6,1.0,1.0,1.0,three_class_with_air|kNN|seed=deterministic
PB5_train_period_i_internal_val_test_batch5,three_class_with_air,kNN,train,,alcohol,12,12,1.0,1.0,1.0,three_class_with_air|kNN|seed=deterministic
PB5_train_period_i_internal_val_test_batch5,three_class_with_air,kNN,train,,acetone,12,12,1.0,1.0,1.0,three_class_with_air|kNN|seed=deterministic
PB5_train_period_i_internal_val_test_batch5,three_class_with_air,kNN,validation,,air,1,1,1.0,1.0,1.0,three_class_with_air|kNN|seed=deterministic
PB5_train_period_i_internal_val_test_batch5,three_class_with_air,kNN,validation,,alcohol,2,1,1.0,0.5,0.6666666666666666,three_class_with_air|kNN|seed=deterministic
PB5_train_period_i_internal_val_test_batch5,three_class_with_air,kNN,validation,,acetone,2,3,0.6666666666666666,1.0,0.8,three_class_with_air|kNN|seed=deterministic
PB5_train_period_i_internal_val_test_batch5,three_class_with_air,kNN,test,,air,10,9,0.8888888888888888,0.8,0.8421052631578947,three_class_with_air|kNN|seed=deterministic
PB5_train_period_i_internal_val_test_batch5,three_class_with_air,kNN,test,,alcohol,12,15,0.6,0.75,0.6666666666666666,three_class_with_air|kNN|seed=deterministic
PB5_train_period_i_internal_val_test_batch5,three_class_with_air,kNN,test,,acetone,12,10,0.8,0.6666666666666666,0.7272727272727273,three_class_with_air|kNN|seed=deterministic
PB1_train_period_i_internal_val_test_batch1,three_class_with_air,Random Forest,train,0.0,air,6,6,1.0,1.0,1.0,three_class_with_air|Random Forest|seed=0
PB1_train_period_i_internal_val_test_batch1,three_class_with_air,Random Forest,train,0.0,alcohol,12,15,0.8,1.0,0.8888888888888888,three_class_with_air|Random Forest|seed=0
PB1_train_period_i_internal_val_test_batch1,three_class_with_air,Random Forest,train,0.0,acetone,12,9,1.0,0.75,0.8571428571428571,three_class_with_air|Random Forest|seed=0
