feature_set,split,mode,method,representation,classifier_strategy,seed,input_dimensions,latent_dimensions,neural_checkpoint,probe_checkpoint,label_usage,final_training,lr_parameters,confusion_matrix,train_accuracy,train_balanced_accuracy,train_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1
48D,S2_train_I_internal_val_test_all,uda,cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,3,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S2_train_I_internal_val_test_all\bottleneck16\mlp\cdan\seed_3.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S2_train_I_internal_val_test_all\cdan\seed_3.joblib,source train + source validation labels,source train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[52, 25, 4], [8, 80, 8], [3, 28, 65]]",1.0,1.0,1.0,0.7216117216117216,0.7174639917695473,0.7241190884197675
48D,S2_train_I_internal_val_test_all,uda,cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,4,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S2_train_I_internal_val_test_all\bottleneck16\mlp\cdan\seed_4.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S2_train_I_internal_val_test_all\cdan\seed_4.joblib,source train + source validation labels,source train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[51, 28, 2], [9, 80, 7], [0, 24, 72]]",1.0,1.0,1.0,0.7435897435897436,0.7376543209876543,0.7462393211059865
48D,S2_train_I_internal_val_test_all,uda,cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,0,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S2_train_I_internal_val_test_all\bottleneck16\mlp\cdan+c-dann\seed_0.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S2_train_I_internal_val_test_all\cdan+c-dann\seed_0.joblib,source train + source validation labels,source train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[53, 28, 0], [2, 94, 0], [2, 7, 87]]",1.0,1.0,1.0,0.8571428571428571,0.8465792181069959,0.8514970565718961
48D,S2_train_I_internal_val_test_all,uda,cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,1,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S2_train_I_internal_val_test_all\bottleneck16\mlp\cdan+c-dann\seed_1.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S2_train_I_internal_val_test_all\cdan+c-dann\seed_1.joblib,source train + source validation labels,source train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[54, 27, 0], [18, 76, 2], [7, 15, 74]]",1.0,1.0,1.0,0.7472527472527473,0.7430555555555555,0.7485818300369486
48D,S2_train_I_internal_val_test_all,uda,cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,2,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S2_train_I_internal_val_test_all\bottleneck16\mlp\cdan+c-dann\seed_2.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S2_train_I_internal_val_test_all\cdan+c-dann\seed_2.joblib,source train + source validation labels,source train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[46, 32, 3], [11, 78, 7], [0, 16, 80]]",0.9666666666666668,0.9444444444444444,0.9563636363636364,0.7472527472527473,0.7379115226337448,0.7431948077109367
48D,S2_train_I_internal_val_test_all,uda,cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,3,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S2_train_I_internal_val_test_all\bottleneck16\mlp\cdan+c-dann\seed_3.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S2_train_I_internal_val_test_all\cdan+c-dann\seed_3.joblib,source train + source validation labels,source train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[51, 28, 2], [19, 71, 6], [4, 39, 53]]",1.0,1.0,1.0,0.6410256410256411,0.6404320987654321,0.646687119545143
48D,S2_train_I_internal_val_test_all,uda,cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,4,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S2_train_I_internal_val_test_all\bottleneck16\mlp\cdan+c-dann\seed_4.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S2_train_I_internal_val_test_all\cdan+c-dann\seed_4.joblib,source train + source validation labels,source train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[57, 23, 1], [1, 95, 0], [1, 23, 72]]",1.0,1.0,1.0,0.8205128205128205,0.8144290123456791,0.8226814946386515
48D,S2_train_I_internal_val_test_all,uda,dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,0,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S2_train_I_internal_val_test_all\bottleneck16\mlp\dann\seed_0.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S2_train_I_internal_val_test_all\dann\seed_0.joblib,source train + source validation labels,source train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[55, 25, 1], [10, 84, 2], [6, 28, 62]]",1.0,1.0,1.0,0.7362637362637363,0.7332818930041153,0.7383001962828325
48D,S2_train_I_internal_val_test_all,uda,dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,1,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S2_train_I_internal_val_test_all\bottleneck16\mlp\dann\seed_1.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S2_train_I_internal_val_test_all\dann\seed_1.joblib,source train + source validation labels,source train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[43, 38, 0], [48, 44, 4], [7, 10, 79]]",1.0,1.0,1.0,0.608058608058608,0.6040380658436214,0.6104045326676969
48D,S2_train_I_internal_val_test_all,uda,dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,2,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S2_train_I_internal_val_test_all\bottleneck16\mlp\dann\seed_2.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S2_train_I_internal_val_test_all\dann\seed_2.joblib,source train + source validation labels,source train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[48, 31, 2], [12, 83, 1], [4, 21, 71]]",1.0,1.0,1.0,0.73992673992674,0.7322530864197532,0.7386592672596729
48D,S2_train_I_internal_val_test_all,uda,dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,3,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S2_train_I_internal_val_test_all\bottleneck16\mlp\dann\seed_3.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S2_train_I_internal_val_test_all\dann\seed_3.joblib,source train + source validation labels,source train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[49, 31, 1], [14, 77, 5], [8, 18, 70]]",1.0,1.0,1.0,0.717948717948718,0.7120627572016461,0.71746134139035
48D,S2_train_I_internal_val_test_all,uda,dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,4,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S2_train_I_internal_val_test_all\bottleneck16\mlp\dann\seed_4.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S2_train_I_internal_val_test_all\dann\seed_4.joblib,source train + source validation labels,source train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[50, 29, 2], [15, 66, 15], [1, 28, 67]]",1.0,1.0,1.0,0.6703296703296703,0.6675668724279835,0.6758187597717931
48D,S2_train_I_internal_val_test_all,uda,deep-coral,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,0,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S2_train_I_internal_val_test_all\bottleneck16\mlp\deep-coral\seed_0.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S2_train_I_internal_val_test_all\deep-coral\seed_0.joblib,source train + source validation labels,source train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[53, 26, 2], [15, 70, 11], [1, 14, 81]]",0.9666666666666668,0.9722222222222222,0.9721739130434782,0.7472527472527473,0.7424125514403292,0.746303298699824
48D,S2_train_I_internal_val_test_all,uda,deep-coral,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,1,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S2_train_I_internal_val_test_all\bottleneck16\mlp\deep-coral\seed_1.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S2_train_I_internal_val_test_all\deep-coral\seed_1.joblib,source train + source validation labels,source train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[52, 27, 2], [9, 42, 45], [2, 14, 80]]",0.9333333333333332,0.9166666666666666,0.9166666666666666,0.6373626373626373,0.6376028806584362,0.6363282514922167
48D,S2_train_I_internal_val_test_all,uda,deep-coral,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,2,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S2_train_I_internal_val_test_all\bottleneck16\mlp\deep-coral\seed_2.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S2_train_I_internal_val_test_all\deep-coral\seed_2.joblib,source train + source validation labels,source train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[52, 29, 0], [17, 63, 16], [3, 14, 79]]",1.0,1.0,1.0,0.7106227106227107,0.7070473251028807,0.7102420230730598
48D,S2_train_I_internal_val_test_all,uda,deep-coral,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,3,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S2_train_I_internal_val_test_all\bottleneck16\mlp\deep-coral\seed_3.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S2_train_I_internal_val_test_all\deep-coral\seed_3.joblib,source train + source validation labels,source train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[39, 31, 11], [17, 71, 8], [5, 22, 69]]",1.0,1.0,1.0,0.6556776556776557,0.6466049382716049,0.648250106700811
48D,S2_train_I_internal_val_test_all,uda,deep-coral,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,4,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S2_train_I_internal_val_test_all\bottleneck16\mlp\deep-coral\seed_4.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S2_train_I_internal_val_test_all\deep-coral\seed_4.joblib,source train + source validation labels,source train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[51, 28, 2], [15, 76, 5], [1, 22, 73]]",1.0,1.0,1.0,0.7326007326007326,0.7272376543209876,0.7344731094731095
48D,S2_train_I_internal_val_test_all,uda,mk-mmd,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,0,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S2_train_I_internal_val_test_all\bottleneck16\mlp\mk-mmd\seed_0.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S2_train_I_internal_val_test_all\mk-mmd\seed_0.joblib,source train + source validation labels,source train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[34, 47, 0], [10, 56, 30], [1, 13, 82]]",0.9,0.8888888888888888,0.8899516908212561,0.63003663003663,0.6190843621399177,0.6188153216455103
48D,S2_train_I_internal_val_test_all,uda,mk-mmd,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,1,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S2_train_I_internal_val_test_all\bottleneck16\mlp\mk-mmd\seed_1.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S2_train_I_internal_val_test_all\mk-mmd\seed_1.joblib,source train + source validation labels,source train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[45, 36, 0], [17, 73, 6], [1, 22, 73]]",0.9666666666666668,0.9444444444444444,0.9563636363636364,0.6996336996336996,0.6921296296296297,0.7008191734843718
48D,S2_train_I_internal_val_test_all,uda,mk-mmd,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,2,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S2_train_I_internal_val_test_all\bottleneck16\mlp\mk-mmd\seed_2.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S2_train_I_internal_val_test_all\mk-mmd\seed_2.joblib,source train + source validation labels,source train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[39, 41, 1], [22, 62, 12], [3, 13, 80]]",1.0,1.0,1.0,0.663003663003663,0.6535493827160495,0.6564658471403212
48D,S2_train_I_internal_val_test_all,uda,mk-mmd,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,3,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S2_train_I_internal_val_test_all\bottleneck16\mlp\mk-mmd\seed_3.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S2_train_I_internal_val_test_all\mk-mmd\seed_3.joblib,source train + source validation labels,source train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[58, 21, 2], [6, 64, 26], [5, 15, 76]]",1.0,1.0,1.0,0.7252747252747253,0.7247942386831275,0.728798185941043
48D,S2_train_I_internal_val_test_all,uda,mk-mmd,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,4,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S2_train_I_internal_val_test_all\bottleneck16\mlp\mk-mmd\seed_4.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S2_train_I_internal_val_test_all\mk-mmd\seed_4.joblib,source train + source validation labels,source train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[46, 34, 1], [11, 78, 7], [0, 14, 82]]",1.0,1.0,1.0,0.7545787545787546,0.7448559670781892,0.7503632664922987
48D,S2_train_I_internal_val_test_all,uda,source-only,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,0,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S2_train_I_internal_val_test_all\bottleneck16\mlp\source-only\seed_0.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S2_train_I_internal_val_test_all\source-only\seed_0.joblib,source train + source validation labels,source train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[48, 32, 1], [19, 75, 2], [9, 16, 71]]",1.0,1.0,1.0,0.7106227106227107,0.7044753086419754,0.7105635308830801
48D,S2_train_I_internal_val_test_all,uda,source-only,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,1,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S2_train_I_internal_val_test_all\bottleneck16\mlp\source-only\seed_1.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S2_train_I_internal_val_test_all\source-only\seed_1.joblib,source train + source validation labels,source train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[63, 18, 0], [32, 52, 12], [12, 23, 61]]",1.0,1.0,1.0,0.6446886446886447,0.6516203703703703,0.6474569357820857
48D,S2_train_I_internal_val_test_all,uda,source-only,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,2,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S2_train_I_internal_val_test_all\bottleneck16\mlp\source-only\seed_2.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S2_train_I_internal_val_test_all\source-only\seed_2.joblib,source train + source validation labels,source train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[39, 38, 4], [9, 69, 18], [1, 19, 76]]",1.0,1.0,1.0,0.673992673992674,0.663966049382716,0.6683755920869322
48D,S2_train_I_internal_val_test_all,uda,source-only,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,3,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S2_train_I_internal_val_test_all\bottleneck16\mlp\source-only\seed_3.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S2_train_I_internal_val_test_all\source-only\seed_3.joblib,source train + source validation labels,source train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[53, 25, 3], [8, 49, 39], [4, 7, 85]]",0.9666666666666668,0.9722222222222222,0.9721739130434782,0.684981684981685,0.6833847736625515,0.6806771840698257
48D,S2_train_I_internal_val_test_all,uda,source-only,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,4,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S2_train_I_internal_val_test_all\bottleneck16\mlp\source-only\seed_4.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S2_train_I_internal_val_test_all\source-only\seed_4.joblib,source train + source validation labels,source train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[47, 33, 1], [12, 56, 28], [2, 12, 82]]",0.9666666666666668,0.9722222222222222,0.9721739130434782,0.6776556776556777,0.6725823045267489,0.6742567603895359
48D,S3_train_I_internal_20_10_test_all,uda,c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,0,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S3_train_I_internal_20_10_test_all\bottleneck16\mlp\c-dann\seed_0.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S3_train_I_internal_20_10_test_all\c-dann\seed_0.joblib,source train + source validation labels,source train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[58, 22, 1], [15, 68, 13], [2, 11, 83]]",1.0,1.0,1.0,0.7655677655677655,0.762988683127572,0.7646829001606624
48D,S3_train_I_internal_20_10_test_all,uda,c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,1,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S3_train_I_internal_20_10_test_all\bottleneck16\mlp\c-dann\seed_1.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S3_train_I_internal_20_10_test_all\c-dann\seed_1.joblib,source train + source validation labels,source train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[52, 26, 3], [14, 77, 5], [3, 7, 86]]",1.0,1.0,1.0,0.7875457875457875,0.7799639917695473,0.7820564355873504
48D,S3_train_I_internal_20_10_test_all,uda,c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,2,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S3_train_I_internal_20_10_test_all\bottleneck16\mlp\c-dann\seed_2.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S3_train_I_internal_20_10_test_all\c-dann\seed_2.joblib,source train + source validation labels,source train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[45, 32, 4], [9, 85, 2], [4, 25, 67]]",1.0,1.0,1.0,0.7216117216117216,0.7129629629629629,0.7182223789860758
48D,S3_train_I_internal_20_10_test_all,uda,c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,3,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S3_train_I_internal_20_10_test_all\bottleneck16\mlp\c-dann\seed_3.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S3_train_I_internal_20_10_test_all\c-dann\seed_3.joblib,source train + source validation labels,source train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[61, 20, 0], [19, 74, 3], [9, 46, 41]]",1.0,1.0,1.0,0.6446886446886447,0.6503343621399177,0.6434933295352039
48D,S3_train_I_internal_20_10_test_all,uda,c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,4,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S3_train_I_internal_20_10_test_all\bottleneck16\mlp\c-dann\seed_4.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S3_train_I_internal_20_10_test_all\c-dann\seed_4.joblib,source train + source validation labels,source train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[55, 26, 0], [18, 66, 12], [2, 9, 85]]",1.0,1.0,1.0,0.7545787545787546,0.7506430041152262,0.7520026606978555
48D,S3_train_I_internal_20_10_test_all,uda,cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,0,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S3_train_I_internal_20_10_test_all\bottleneck16\mlp\cdan\seed_0.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S3_train_I_internal_20_10_test_all\cdan\seed_0.joblib,source train + source validation labels,source train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[56, 25, 0], [56, 40, 0], [19, 26, 51]]",1.0,1.0,1.0,0.5384615384615384,0.5464248971193416,0.5499956414812924
48D,S3_train_I_internal_20_10_test_all,uda,cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,1,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S3_train_I_internal_20_10_test_all\bottleneck16\mlp\cdan\seed_1.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S3_train_I_internal_20_10_test_all\cdan\seed_1.joblib,source train + source validation labels,source train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[48, 32, 1], [9, 83, 4], [3, 38, 55]]",1.0,1.0,1.0,0.6813186813186813,0.6766975308641975,0.6842153118748864
