family,feature_set,split,method,method_family,representation,head,seeds,train_accuracy,train_accuracy_min,train_accuracy_max,train_accuracy_std,test_accuracy,test_accuracy_min,test_accuracy_max,test_accuracy_std,test_balanced_accuracy,test_balanced_accuracy_min,test_balanced_accuracy_max,test_balanced_accuracy_std,test_macro_f1,test_macro_f1_min,test_macro_f1_max,test_macro_f1_std
domain-adaptation,48D,S2_train_I_internal_val_test_all,dann,opensource-core,fusion16,mlp,"0,1,2,3,4",0.9533333333333334,0.8,1.0,0.08692269873603531,0.6446886446886447,0.5714285714285714,0.7289377289377289,0.07173317226214704,0.6450617283950617,0.5738168724279835,0.7340534979423868,0.07229425405592962,0.6411780207068623,0.5644660894660894,0.7312812520293526,0.07378934960882903
domain-adaptation,48D,S2_train_I_internal_val_test_all,deep-coral,opensource-core,fusion16,mlp,"0,1,2,3,4",0.9533333333333334,0.8666666666666667,1.0,0.06497862896539308,0.6578754578754579,0.6117216117216118,0.6996336996336996,0.03251625058047198,0.6548611111111111,0.6107253086419754,0.7011316872427984,0.032889820773054766,0.65687159140564,0.6150951716334244,0.7010494499905547,0.03205870013705337
domain-adaptation,48D,S2_train_I_internal_val_test_all,mk-mmd,opensource-core,fusion16,mlp,"0,1,2,3,4",0.9733333333333334,0.9333333333333332,1.0,0.027888667551135875,0.652014652014652,0.575091575091575,0.7472527472527473,0.0696452503363793,0.6462191358024691,0.5766460905349794,0.7353395061728395,0.06538703757575212,0.6438541954501944,0.5551962861385612,0.7389382003593656,0.0729829301388781
domain-adaptation,48D,S2_train_I_internal_val_test_all,c-dann,project-extension,fusion16,mlp,"0,1,2,3,4",0.9866666666666667,0.9333333333333332,1.0,0.02981423969999724,0.6739926739926739,0.5421245421245421,0.7362637362637363,0.07783344088232888,0.6647376543209876,0.5299639917695473,0.73070987654321,0.0806111258596484,0.6650759495552121,0.516642073604099,0.7368089474426549,0.08858225328072619
domain-adaptation,48D,S2_train_I_internal_val_test_all,cdan,opensource-core,fusion16,mlp,"0,1,2,3,4",0.9266666666666665,0.8333333333333334,1.0,0.07601169500660918,0.6402930402930403,0.5787545787545788,0.706959706959707,0.05361015787978227,0.6426954732510288,0.5781893004115226,0.7061471193415637,0.053916928382828445,0.6342131378033388,0.5772398090109204,0.7052534807014411,0.05572084005072258
domain-adaptation,48D,S2_train_I_internal_val_test_all,cdan+c-dann,project-extension,fusion16,mlp,"0,1,2,3,4",0.9600000000000002,0.8666666666666667,1.0,0.054772255750516606,0.643956043956044,0.6227106227106227,0.673992673992674,0.02263961485767392,0.6443672839506174,0.6179269547325102,0.6729681069958847,0.02520274295356785,0.6325035698195293,0.6002886002886003,0.6624051710456074,0.024402622904373446
domain-adaptation,48D,S2_train_I_internal_val_test_all,mk-mmd+lc,project-extension,fusion16,mlp,"0,1,2,3,4",0.9733333333333333,0.9333333333333332,1.0,0.03651483716701113,0.6454212454212453,0.5457875457875457,0.7619047619047619,0.08114193907174001,0.6424125514403292,0.5443672839506172,0.7588734567901234,0.08206680440424781,0.6422128688816945,0.531806157713798,0.7692087770875741,0.08921837546804423
domain-adaptation,48D,S2_train_I_internal_val_test_all,mk-mmd+cdan,project-extension,fusion16,mlp,"0,1,2,3,4",0.9733333333333333,0.9333333333333332,1.0,0.03651483716701113,0.652014652014652,0.5860805860805861,0.7252747252747253,0.052125455936841404,0.6493055555555556,0.5864197530864197,0.7145061728395062,0.0488678897263475,0.6474028814201174,0.5692143411204126,0.715897277546189,0.05541066003443248
domain-adaptation,48D,S2_train_I_internal_val_test_all,mk-mmd+lc+cdan,project-extension,fusion16,mlp,"0,1,2,3,4",0.9733333333333334,0.9,1.0,0.04346134936801764,0.6197802197802198,0.4981684981684982,0.7032967032967034,0.07570995271949489,0.6148919753086419,0.4863683127572016,0.7039609053497943,0.08109970049244805,0.6086198580488583,0.4824524552353299,0.6947179831717696,0.07930015321870935
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,source-only,opensource-core,residual-d,linear,"0,1,2,3,4",0.7533333333333333,0.6,0.8333333333333334,0.0930949336251263,0.5494505494505495,0.4139194139194139,0.6043956043956044,0.07804862913063193,0.5493827160493827,0.4212962962962963,0.601851851851852,0.07390279901207857,0.5519368999539284,0.4128138570542332,0.6092051535208006,0.08029441276445408
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,dann,opensource-core,residual-d,linear,"0,1,2,3,4",0.8666666666666668,0.6,1.0,0.1885618083164127,0.5897435897435898,0.4139194139194139,0.7216117216117216,0.11775858905258982,0.5878343621399178,0.4212962962962963,0.7091049382716049,0.11245213643459291,0.5843460569321374,0.4128138570542332,0.7057789425862273,0.1160278909823708
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,deep-coral,opensource-core,residual-d,linear,"0,1,2,3,4",0.9933333333333334,0.9666666666666668,1.0,0.014907119849998545,0.5619047619047619,0.4615384615384615,0.6923076923076923,0.10583481942728871,0.5573302469135802,0.4619341563786008,0.6813271604938271,0.10043553030160388,0.5511369899447209,0.455078690372808,0.681147705601854,0.10430519332327023
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,mk-mmd,opensource-core,residual-d,linear,"0,1,2,3,4",0.7533333333333333,0.6,0.8333333333333334,0.0930949336251263,0.5501831501831502,0.3626373626373626,0.6336996336996337,0.10919806508690029,0.5484053497942387,0.3636831275720165,0.6309156378600823,0.10764306026845027,0.5536308249697328,0.370294641606117,0.6366112101406219,0.10716373222212752
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,c-dann,project-extension,residual-d,linear,"0,1,2,3,4",0.7933333333333333,0.6,1.0,0.14605934866804432,0.5641025641025641,0.4249084249084249,0.6373626373626373,0.08129062645118001,0.5634002057613169,0.4349279835390947,0.6298868312757202,0.07489493768868423,0.5629608342942495,0.4184639115247625,0.627881921999569,0.08290639579384561
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,cdan,opensource-core,residual-d,linear,"0,1,2,3,4",0.8333333333333334,0.7333333333333333,1.0,0.1,0.6021978021978022,0.5567765567765568,0.6813186813186813,0.04766129430571184,0.5986111111111111,0.5554269547325102,0.6709104938271605,0.04406904592734914,0.6024928283283495,0.5579630481661183,0.6705464430235072,0.04266138634294846
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,cdan+c-dann,project-extension,residual-d,linear,"0,1,2,3,4",0.76,0.6,0.8333333333333334,0.09249624617007741,0.547985347985348,0.4249084249084249,0.5970695970695971,0.07058295356246921,0.5485082304526749,0.4349279835390947,0.5949074074074074,0.06536600328137797,0.5498179907803676,0.4184639115247625,0.6021802395492003,0.0752535748897103
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,mk-mmd+lc,project-extension,residual-d,linear,"0,1,2,3,4",0.7533333333333333,0.5666666666666667,0.8333333333333334,0.11205157542647742,0.5472527472527473,0.3516483516483517,0.6263736263736264,0.11315658047816135,0.5452417695473251,0.3519804526748971,0.6239711934156379,0.11198818553001764,0.5510380584299572,0.3607054096164459,0.6308856220138525,0.11066758452045723
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,mk-mmd+cdan,project-extension,residual-d,linear,"0,1,2,3,4",0.8066666666666666,0.6,1.0,0.14605934866804432,0.5582417582417583,0.3626373626373626,0.6666666666666666,0.11723328628837922,0.5565586419753086,0.3636831275720165,0.6679526748971193,0.11642698506705941,0.5582770742659765,0.370294641606117,0.65544437495657,0.11183735584017336
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,mk-mmd+lc+cdan,project-extension,residual-d,linear,"0,1,2,3,4",0.8,0.5666666666666667,1.0,0.15811388300841897,0.5428571428571429,0.3516483516483517,0.6373626373626373,0.11081418550147419,0.5387602880658436,0.3519804526748971,0.6279578189300411,0.1078166859457074,0.5435138574569292,0.3607054096164459,0.629143951456922,0.10534119054629057
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,source-only,opensource-core,residual-d,mlp,"0,1,2,3,4",0.8400000000000001,0.7333333333333333,1.0,0.10903618155864084,0.5677655677655677,0.5494505494505495,0.5934065934065934,0.017567148437042907,0.568287037037037,0.5433384773662552,0.5965792181069959,0.020753997507131895,0.5582783223612389,0.5276369910204791,0.5909074354870903,0.024450586042763723
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,dann,opensource-core,residual-d,mlp,"0,1,2,3,4",0.8733333333333334,0.7666666666666667,1.0,0.11879019787470305,0.5787545787545787,0.5567765567765568,0.63003663003663,0.02941827546558426,0.5788323045267489,0.5457818930041153,0.6325874485596708,0.03247724609495352,0.5709366118206602,0.5375933070161861,0.6263813090779383,0.03330774175840613
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,deep-coral,opensource-core,residual-d,mlp,"0,1,2,3,4",0.9666666666666668,0.8333333333333334,1.0,0.07453559924999298,0.5340659340659341,0.5164835164835165,0.5457875457875457,0.011981997973476972,0.5296553497942387,0.5127314814814815,0.5424382716049383,0.011455439088455274,0.5162981634013144,0.4822424203494347,0.5362193362193363,0.02486556889743208
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,mk-mmd,opensource-core,residual-d,mlp,"0,1,2,3,4",0.8266666666666668,0.7666666666666667,1.0,0.09831920802501748,0.6021978021978022,0.5641025641025641,0.684981684981685,0.04891173005948863,0.6024691358024692,0.5636574074074074,0.6846707818930041,0.04872235282148093,0.5989867721694786,0.5584193584193584,0.6816707913357041,0.049802617615642766
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,c-dann,project-extension,residual-d,mlp,"0,1,2,3,4",0.9333333333333333,0.8333333333333334,1.0,0.09128709291752767,0.5333333333333333,0.4542124542124542,0.5897435897435898,0.055949308381311444,0.5303755144032921,0.4459876543209877,0.5815329218106996,0.057383093706997006,0.5227492142315802,0.4423154927735811,0.5754061078622482,0.056240618969161695
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,cdan,opensource-core,residual-d,mlp,"0,1,2,3,4",0.8666666666666668,0.8,1.0,0.08498365855987973,0.5853479853479854,0.5531135531135531,0.6776556776556777,0.05298076111872394,0.5859825102880658,0.5487397119341564,0.6790123456790124,0.05376318867384494,0.5817601979952333,0.5475026263749846,0.6804513534060174,0.05649670646225027
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,cdan+c-dann,project-extension,residual-d,mlp,"0,1,2,3,4",0.9,0.8333333333333334,1.0,0.09128709291752765,0.5699633699633699,0.5384615384615384,0.6190476190476191,0.029938193028135617,0.5712705761316872,0.5399948559670782,0.6208847736625515,0.030389465640996954,0.5576113744366321,0.5318283565369817,0.5882156612310411,0.020910145304689005
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,mk-mmd+lc,project-extension,residual-d,mlp,"0,1,2,3,4",0.8533333333333335,0.8,1.0,0.08366600265340754,0.6036630036630036,0.5567765567765568,0.7216117216117216,0.06691376338391812,0.603858024691358,0.5560699588477367,0.7213220164609053,0.06667221581922833,0.5975228781912735,0.5450897358338375,0.7148448040442332,0.06737907885351764
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,mk-mmd+cdan,project-extension,residual-d,mlp,"0,1,2,3,4",0.8733333333333334,0.8,1.0,0.10110500592068734,0.621978021978022,0.5641025641025641,0.7619047619047619,0.08204637609613802,0.6207047325102881,0.5636574074074074,0.7659465020576132,0.0837542220542522,0.6153942771887417,0.5561484258562706,0.7582511210202263,0.08327360301762754
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,mk-mmd+lc+cdan,project-extension,residual-d,mlp,"0,1,2,3,4",0.8266666666666668,0.8,0.8333333333333334,0.014907119849998594,0.5619047619047619,0.5531135531135531,0.5714285714285714,0.008432867716645639,0.5601594650205761,0.5487397119341564,0.5673868312757202,0.009039366396960955,0.551113979684841,0.5371657171885773,0.5628423897568775,0.009488920181437691
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,source-only,opensource-core,fusion16,linear,"0,1,2,3,4",0.9800000000000001,0.9,1.0,0.04472135954999579,0.6109890109890109,0.5457875457875457,0.6336996336996337,0.03675801818110508,0.6126028806584363,0.5559413580246914,0.6403034979423868,0.03395653532875967,0.6098195248112228,0.5455264280565485,0.637142404773214,0.03717018177109274
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,dann,opensource-core,fusion16,linear,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.6798534798534798,0.5457875457875457,0.7619047619047619,0.08002636123259999,0.675051440329218,0.5430812757201645,0.7595164609053499,0.07973693859666052,0.6741222378299814,0.5429406850459482,0.7601064818655098,0.07960925148313547
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,deep-coral,opensource-core,fusion16,linear,"0,1,2,3,4",0.9466666666666667,0.7333333333333333,1.0,0.11925695879998882,0.6798534798534799,0.608058608058608,0.7582417582417582,0.05707707305723797,0.6772376543209876,0.6143261316872427,0.7528292181069959,0.05414670421374973,0.6757978442196617,0.5933612139494492,0.7543934026677297,0.06114601378153745
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,mk-mmd,opensource-core,fusion16,linear,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.7736263736263735,0.7326007326007326,0.8095238095238095,0.03526770667226642,0.7704989711934156,0.7343106995884773,0.8046553497942387,0.03252464565983214,0.7736629883972811,0.7355099066693134,0.8080238135073338,0.03281305192161667
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,c-dann,project-extension,fusion16,linear,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.7282051282051282,0.6043956043956044,0.7985347985347986,0.07309505223726148,0.721656378600823,0.5986368312757201,0.7878086419753085,0.07188220050308662,0.7248999117603041,0.603082911189616,0.7879206140075704,0.0706617100154455
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,cdan,opensource-core,fusion16,linear,"0,1,2,3,4",0.9800000000000001,0.9333333333333332,1.0,0.02981423969999722,0.6695970695970697,0.5897435897435898,0.7655677655677655,0.07900547818047127,0.664429012345679,0.5848765432098766,0.7700617283950617,0.08467529764595766,0.6618129716251735,0.5732592669502148,0.7711185183368041,0.08790545977329274
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,cdan+c-dann,project-extension,fusion16,linear,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.7435897435897436,0.6886446886446886,0.7912087912087912,0.042004926524467814,0.7424125514403292,0.6887860082304527,0.7950102880658436,0.04242385027445768,0.746098680728259,0.6874979546242024,0.7961365027028502,0.043428012379295194
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,mk-mmd+lc,project-extension,fusion16,linear,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.7663003663003664,0.6410256410256411,0.8827838827838828,0.09268195538334909,0.7599537037037036,0.6365740740740741,0.8753858024691358,0.09353995483752353,0.7607333737024422,0.6334749640118768,0.8798573802494233,0.09744464638164374
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,mk-mmd+cdan,project-extension,fusion16,linear,"0,1,2,3,4",0.9933333333333334,0.9666666666666668,1.0,0.014907119849998545,0.7516483516483516,0.6227106227106227,0.7985347985347986,0.07378020486778154,0.7434927983539095,0.5986368312757202,0.7961676954732511,0.08280028681415985,0.7389233391851464,0.5635620258093195,0.8029814658217745,0.09996600111497402
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,mk-mmd+lc+cdan,project-extension,fusion16,linear,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.7494505494505495,0.7032967032967034,0.8131868131868132,0.042607519483063266,0.7399948559670781,0.6885288065843621,0.8074845679012346,0.04532813260498157,0.7425782530574304,0.6796874512076222,0.8107230221565122,0.048739234261659437
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,source-only,opensource-core,fusion16,mlp,"0,1,2,3,4",0.9533333333333334,0.8666666666666667,1.0,0.06497862896539308,0.676923076923077,0.608058608058608,0.7509157509157509,0.05682970453492969,0.6744598765432098,0.61304012345679,0.7439557613168724,0.052553588206079506,0.6741075861506757,0.5973995062192148,0.7538119194509557,0.06197615322830402
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,dann,opensource-core,fusion16,mlp,"0,1,2,3,4",0.9933333333333334,0.9666666666666668,1.0,0.014907119849998545,0.6659340659340659,0.6373626373626373,0.6923076923076923,0.02249096180660624,0.6581275720164609,0.6337448559670782,0.6916152263374485,0.02260680302368328,0.656136562004499,0.6289930402353643,0.6882716049382717,0.021913436443604457
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,deep-coral,opensource-core,fusion16,mlp,"0,1,2,3,4",0.9733333333333334,0.9,1.0,0.04346134936801764,0.6432234432234433,0.5641025641025641,0.6996336996336996,0.052993422311668155,0.6391718106995885,0.5649434156378601,0.6934156378600823,0.04977453281893484,0.6399191966820716,0.5602976047835861,0.6988560275682705,0.05343851267286846
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,mk-mmd,opensource-core,fusion16,mlp,"0,1,2,3,4",0.9333333333333333,0.8,1.0,0.09428090415820632,0.6043956043956044,0.5274725274725275,0.673992673992674,0.06360349946588036,0.5982510288065843,0.5225051440329218,0.6678240740740741,0.061348927945402,0.6006823186423002,0.5227558046640205,0.6701365414507023,0.06382544465469352
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,c-dann,project-extension,fusion16,mlp,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.671062271062271,0.6117216117216118,0.7289377289377289,0.05285398237487985,0.6671039094650205,0.6113683127572016,0.7211934156378601,0.05011008257911738,0.6691605694814106,0.6068971329758636,0.7266589367712962,0.05276194290031098
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,cdan,opensource-core,fusion16,mlp,"0,1,2,3,4",0.9666666666666666,0.8333333333333334,1.0,0.07453559924999298,0.6637362637362637,0.6373626373626373,0.6886446886446886,0.018927488179873726,0.6590020576131688,0.6350308641975309,0.6855709876543211,0.02093461826964011,0.6562394952067041,0.6212834407509974,0.6855221941723194,0.024472003901804068
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,cdan+c-dann,project-extension,fusion16,mlp,"0,1,2,3,4",0.96,0.8333333333333334,1.0,0.07226494462892932,0.6652014652014653,0.5970695970695971,0.7289377289377289,0.063529621651806,0.6629629629629629,0.5878343621399177,0.7289094650205762,0.06891668792639312,0.660685617535207,0.5785642865616428,0.7316874402592606,0.07349436991481191
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,mk-mmd+lc,project-extension,fusion16,mlp,"0,1,2,3,4",0.8733333333333334,0.7333333333333333,1.0,0.12110601416389967,0.6549450549450551,0.5824175824175825,0.73992673992674,0.06751264552074711,0.6555555555555557,0.5861625514403292,0.7335390946502057,0.06287334878410974,0.6513682385407202,0.5796052983805625,0.7420104838704956,0.07317121226952182
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,mk-mmd+cdan,project-extension,fusion16,mlp,"0,1,2,3,4",0.9933333333333334,0.9666666666666668,1.0,0.014907119849998545,0.6424908424908425,0.4542124542124542,0.7252747252747253,0.107657416290876,0.636548353909465,0.4421296296296296,0.7177211934156378,0.11054620551174485,0.6317703186611678,0.4152192330677345,0.7216117216117216,0.12338963269375339
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,mk-mmd+lc+cdan,project-extension,fusion16,mlp,"0,1,2,3,4",0.9866666666666667,0.9666666666666668,1.0,0.018257418583505474,0.6798534798534799,0.5641025641025641,0.7545787545787546,0.07315010060874208,0.6741512345679013,0.555298353909465,0.7480709876543211,0.073984009908219,0.6781257957556309,0.5578886324634594,0.7523707957342083,0.0748399076664087
domain-adaptation,48D,S4_train_I_val_D1_2,source-only,opensource-core,residual-d,linear,"0,1,2,3,4",0.9448275862068967,0.9310344827586208,0.9655172413793104,0.01888698474155743,0.6963265306122448,0.6693877551020408,0.7183673469387755,0.01769753746014593,0.698099182329829,0.6743124137198683,0.7173728363597749,0.015494281267876506,0.6840996865603005,0.6444644374468936,0.7161235754985755,0.026262480344669128
domain-adaptation,48D,S4_train_I_val_D1_2,dann,opensource-core,residual-d,linear,"0,1,2,3,4",0.993103448275862,0.9655172413793104,1.0,0.015421158465515773,0.7673469387755102,0.7183673469387755,0.8,0.03378152113723849,0.7623659339492407,0.7228947647870871,0.7852288414569396,0.026937318766934285,0.7598350641791014,0.7076695714212913,0.7838908665684053,0.032902925767180104
domain-adaptation,48D,S4_train_I_val_D1_2,deep-coral,opensource-core,residual-d,linear,"0,1,2,3,4",0.9517241379310345,0.9310344827586208,1.0,0.02833047711233614,0.7951020408163265,0.746938775510204,0.8367346938775511,0.035040287398097586,0.7880322820431135,0.7438143782520973,0.8283954550281406,0.03321670747905174,0.7905538806575134,0.7433768648874047,0.8326747967479675,0.03504786859058311
domain-adaptation,48D,S4_train_I_val_D1_2,mk-mmd,opensource-core,residual-d,linear,"0,1,2,3,4",0.9344827586206899,0.9310344827586208,0.9482758620689656,0.0077105792327579106,0.8195918367346937,0.7959183673469388,0.8489795918367347,0.022430419043320958,0.8173622172666454,0.7972284166932143,0.8455452904321971,0.021169295990457773,0.8186773843879243,0.794292543179778,0.8475785006248152,0.022919616780126204
domain-adaptation,48D,S4_train_I_val_D1_2,c-dann,project-extension,residual-d,linear,"0,1,2,3,4",0.9413793103448276,0.8793103448275862,1.0,0.049671932037544594,0.8016326530612246,0.7306122448979592,0.8448979591836735,0.046501960387350584,0.7989274715939259,0.7324519486035892,0.8377933524477009,0.04334595253022689,0.7984120210147649,0.7232480575378709,0.8386395406768922,0.04751549083232377
domain-adaptation,48D,S4_train_I_val_D1_2,cdan,opensource-core,residual-d,linear,"0,1,2,3,4",0.9862068965517242,0.9310344827586208,1.0,0.03084231693103155,0.713469387755102,0.6775510204081633,0.7551020408163265,0.03113833652695613,0.7153445895720505,0.6820643517043644,0.7536370393968355,0.029739466580449046,0.7052289265775068,0.6549370269717424,0.7558300284555578,0.03921726353059246
domain-adaptation,48D,S4_train_I_val_D1_2,cdan+c-dann,project-extension,residual-d,linear,"0,1,2,3,4",0.9655172413793103,0.913793103448276,1.0,0.047217461853893535,0.8016326530612246,0.710204081632653,0.8448979591836735,0.05563611171065714,0.7972708930657322,0.7103111394286928,0.8354571519592225,0.05295537960465645,0.7973703396339261,0.7010250999498311,0.8377998994469582,0.057940507274681495
domain-adaptation,48D,S4_train_I_val_D1_2,mk-mmd+lc,project-extension,residual-d,linear,"0,1,2,3,4",0.9344827586206896,0.896551724137931,0.9482758620689656,0.02248000829380228,0.8408163265306122,0.8040816326530612,0.8653061224489796,0.0229081064496364,0.8376553042370182,0.8035998725708824,0.8610491664011893,0.021456205488326264,0.8401954189795031,0.8038827164402534,0.8651205510907003,0.022955927038703323
domain-adaptation,48D,S4_train_I_val_D1_2,mk-mmd+cdan,project-extension,residual-d,linear,"0,1,2,3,4",0.9551724137931036,0.896551724137931,1.0,0.04496001658760445,0.7926530612244898,0.7428571428571429,0.8489795918367347,0.04196347155093834,0.7899861951789318,0.7413188913666772,0.8386428798980567,0.03895565864714312,0.7873812549206887,0.7381848685898103,0.8402033355294604,0.04219833981176131
domain-adaptation,48D,S4_train_I_val_D1_2,mk-mmd+lc+cdan,project-extension,residual-d,linear,"0,1,2,3,4",0.9275862068965518,0.896551724137931,0.9482758620689656,0.022480008293802263,0.7730612244897959,0.7183673469387755,0.8448979591836735,0.04970550507223152,0.7726239779122863,0.7201338005734309,0.8423595624933631,0.048333668824983134,0.766980956120331,0.7054475202725031,0.8451633890872438,0.05400905061979398
domain-adaptation,48D,S4_train_I_val_D1_2,source-only,opensource-core,residual-d,mlp,"0,1,2,3,4",0.9103448275862069,0.6206896551724138,1.0,0.1646529156732872,0.7591836734693878,0.6326530612244898,0.8081632653061225,0.07238427694272734,0.7580652012318148,0.6504725496442604,0.8033343952426463,0.06263428384013553,0.758572769154054,0.6224553478558055,0.8121178639375065,0.07788518972119685
domain-adaptation,48D,S4_train_I_val_D1_2,dann,opensource-core,residual-d,mlp,"0,1,2,3,4",0.9482758620689655,0.896551724137931,1.0,0.04876598490941703,0.8032653061224491,0.7428571428571429,0.8530612244897959,0.04255481312319465,0.7989593288733141,0.7337262397791228,0.8494212594244451,0.044078105096413606,0.8043386673972653,0.7351935972312352,0.8552296302241126,0.046002850098106986
domain-adaptation,48D,S4_train_I_val_D1_2,deep-coral,opensource-core,residual-d,mlp,"0,1,2,3,4",0.9137931034482758,0.7241379310344828,0.9827586206896552,0.1083603887066943,0.7959183673469388,0.6408163265306123,0.8571428571428571,0.08787367404739177,0.7933630667940957,0.6575342465753424,0.8519167463098651,0.07782713540642827,0.7919843787932375,0.6353916813165573,0.8556398561983247,0.08925881338630595
domain-adaptation,48D,S4_train_I_val_D1_2,mk-mmd,opensource-core,residual-d,mlp,"0,1,2,3,4",0.9103448275862069,0.8620689655172413,0.9482758620689656,0.030842316931031653,0.8734693877551021,0.8530612244897959,0.8938775510204081,0.019144554121728247,0.8729425507061697,0.8514919825846873,0.8937028777742381,0.01848328583403266,0.8745088755206792,0.854827569713493,0.895012867469872,0.019159859773444154
domain-adaptation,48D,S4_train_I_val_D1_2,c-dann,project-extension,residual-d,mlp,"0,1,2,3,4",0.9655172413793103,0.9310344827586208,1.0,0.02726101431179634,0.8081632653061224,0.7387755102040816,0.8326530612244898,0.039043115244304066,0.8058192630349368,0.7367526813210152,0.8286609323563767,0.03876255188061815,0.8088908149510516,0.7388496011941083,0.8324107193550218,0.03940737856941736
domain-adaptation,48D,S4_train_I_val_D1_2,cdan,opensource-core,residual-d,mlp,"0,1,2,3,4",0.9758620689655173,0.9310344827586208,1.0,0.0288503457425543,0.8130612244897959,0.7795918367346939,0.8489795918367347,0.027892815613501837,0.8108845704576829,0.7734416480832537,0.8489964956992674,0.030465311141340996,0.8146300605448673,0.7785276305816776,0.8490519367915151,0.028588765564350204
domain-adaptation,48D,S4_train_I_val_D1_2,cdan+c-dann,project-extension,residual-d,mlp,"0,1,2,3,4",0.9655172413793103,0.9310344827586208,1.0,0.03448275862068961,0.7681632653061224,0.7510204081632653,0.8163265306122449,0.027743094641577853,0.7678347669109058,0.7518317935648295,0.8172985027078687,0.02822463763168818,0.7640538569902603,0.7443487732269715,0.8101795712959383,0.027497851488747452
domain-adaptation,48D,S4_train_I_val_D1_2,mk-mmd+lc,project-extension,residual-d,mlp,"0,1,2,3,4",0.9517241379310345,0.913793103448276,1.0,0.044628203812223315,0.8710204081632653,0.8489795918367347,0.9020408163265308,0.020530247085647896,0.8684081979398959,0.8448550493787831,0.9014548157587342,0.022313258098581104,0.8715379959287608,0.8469718367456517,0.9039322790479128,0.02194369634542276
domain-adaptation,48D,S4_train_I_val_D1_2,mk-mmd+cdan,project-extension,residual-d,mlp,"0,1,2,3,4",0.9310344827586208,0.896551724137931,1.0,0.04043461861916746,0.8514285714285714,0.8163265306122449,0.8734693877551021,0.021520696043206642,0.8506318360412021,0.8159180206010408,0.8708718275459276,0.02083898611715468,0.8520385598908309,0.8177762225527075,0.8723872140170815,0.020969274720585455
domain-adaptation,48D,S4_train_I_val_D1_2,mk-mmd+lc+cdan,project-extension,residual-d,mlp,"0,1,2,3,4",0.9620689655172413,0.896551724137931,1.0,0.04626347539654736,0.8081632653061224,0.7795918367346939,0.8408163265306122,0.024827602164482508,0.8069236487203992,0.7796538175639801,0.8329616650738026,0.021948107513911477,0.8058144813656195,0.7785633237322162,0.8392320322128274,0.026656938351397402
domain-adaptation,48D,S4_train_I_val_D1_2,source-only,opensource-core,fusion16,linear,"0,1,2,3,4",0.9758620689655173,0.8793103448275862,1.0,0.053974054629305275,0.8138775510204083,0.7918367346938775,0.8448979591836735,0.020120420479781635,0.8146968248911544,0.7961134119146225,0.8451205267070193,0.018473292868156525,0.8140337708575279,0.7929607034158411,0.8471740883008488,0.0219332232423453
